career_objective,skills,educational_institution_name,degree_names,major_field_of_studies,professional_company_names,start_dates,end_dates,candidate_experience_years,positions,responsibilities,certification_skills,job_position_name,educationaL_requirements,experiencere_requirement,required_experience_years,skills_required,age_requirement,skills_required_data_available,skill_match,required_skill_coverage,experience_fit,education_match,certification_match,project_relevance,semantic_similarity,matched_score
"Highly motivated mechanical engineering student (EIT) interested in pursuing an engaging position in the corporate setting to implement skills honed through years of engineering background. A dedicated student with problem-solving, leadership, and communication skills along with the capability to build relationships and work in a team-oriented environment.",academic; acrylic; autocad; cad; concept; design process; drawing; eit; engineerintraining; estimating; graphics and design; laser; material science; microsoft excel; microsoft powerpoint; microsoft word; progress; project management; proposals; reporting; research; robotics; safety; solidworks; statistics; time management; verbal communication skills; weighing; written,"['University of California, City, State']",Bachelor of Science,Mechanical Engineering,"['Company Name', 'Company Name']",09/2015; 05/2014,Current; 03/2015,0.0,Mechanical Engineering Intern; Systems Engineering Intern,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,1.0,computer skill; good communication skills; mechanical engineering; quick learner and hard working,Age at least 22 years,True,0.1818,0.25,0.6225,1.0,0.0,0.1481,0.2075,0.3657
As a junior analyst I currently work with data preprocessing and data cleaning before sending them to Machine Learning Models. I am also simultaneously training to be a machine learning engineer to work closely with teams that build models and would like to join a venture for such opportunity.,data analysis; l1 l2 regression; machine learning; power bi; python; r; statistical analysis; tableau,"['AMN College of Engineering, Hosiyarpur']",B.Tech,,['R&M Solutions'],Dec 2019,Mar 2020,0.25,Data Analyst Intern,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",,Marketing Officer,Bachelor/Honors,At least 1 year,1.0,corporate marketing; facebook ads manager; facebook campaign; facebook marketing; google ads; google analytics; market researc; marketing; search engine optimization seo,,True,0.0,0.0,0.6792,1.0,0.0,0.1613,0.1182,0.2659
Seeking a technical position within an engineering team.,autocad; c++; communication; electrical mechanical systems; engineering economy; industrial electricity; instrumentation and controls; leadership; problem solving skills; programmable logic controllers; team work; technical grammar skills; visual basics,['Middle Tennessee State University'],Bachelor of Science,Engineering Technology Computer Engineering,"['Company Name', 'Company Name', 'N/A']",Jan 2015; Jan 2013; Jan 2011,Current; Jan 2015; Jan 2013,13.0,Engineering Business Unit Leader; Project Engineer; Operations Technician,"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support",,Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,At least 2 years,2.0,business analysis; effective communication skills; java; rest api design; soft skills; software development,Age 25 to 32 years,True,0.1667,0.3333,1.0,1.0,0.0,0.1622,0.172,0.4334
"Innovative programmer with analytical problem-solving skills and 2-year IT internship experience. Demonstrated proficiency in diverse computer programs, including SMS/SQL, Ethernet, VPN, SSH, VoIP, HTML, PHP, ASP, and XML. Looking to design technical initiatives and automate solutions for organizational efficiency, productivity, and profitability.",analytical thinking; complex problem solving; information technology; so ware development,['Brown University'],Bachelor of Science,"Computer Science, Cybersecurity","['Security Benefit', 'Textron Inc.']",Nov 2019; Dec 2018,May 2020; Jun 2019,1.0,Information Technology Support; Information Technology Intern,"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,At least 1 year,1.0,,,False,0.0791,0.0791,0.8176,1.0,0.0,0.05,0.0316,0.3163
As a junior analyst I currently work with data preprocessing and data cleaning before sending them to Machine Learning Models. I am also simultaneously training to be a machine learning engineer to work closely with teams that build models and would like to join a venture for such opportunity.,data analysis; l1 l2 regression; machine learning; power bi; python; r; statistical analysis; tableau,"['AMN College of Engineering, Hosiyarpur']",B.Tech,,['R&M Solutions'],Dec 2019,Mar 2020,0.25,Data Analyst Intern,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,1.0,computer skill; good communication skills; mechanical engineering; quick learner and hard working,Age at least 22 years,True,0.0,0.0,0.6792,1.0,0.0,0.1034,0.0779,0.2609
,,"['University of Warsaw', 'University of Warsaw']",Ph.D.; M.S.,Computer Science; Computer Science,"['University of Kentucky', 'University of Kentucky', 'University of Kentucky', 'University of Kentucky', 'Columbia University', 'Columbia University', 'Columbia University', 'University of Warsaw', 'University of Warsaw']",2022; 1990; 1993; 1987; 1985; 1983; 1982; 1980; 1977,∞; 2022; 2007; 1990; 1987; 1985; 1983; 1982; 1980,59.0,Professor Emerytus; Professor; Director of Graduate Studies; Associate Professor; Associate Professor; Assistant Professor; Visiting Assistant Professor; Assistant Professor; Teaching and Research Assistant,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",,Marketing Officer,Bachelor/Honors,At least 1 year,1.0,corporate marketing; facebook ads manager; facebook campaign; facebook marketing; google ads; google analytics; market researc; marketing; search engine optimization seo,,True,0.0,0.0,1.0,1.0,0.0,0.1282,0.0843,0.3106
Fresher Data Engineer who is experienced in pipeline building and analytics. Seeking to leverage my technical and analytical skills to drive growth of the organization.,data analytics; data engineer; data visualization; machine learning; mongodb; power bi; predictive modeling; python; sql; statistical modeling; tableau,"['Government College of Engineering, Pune', 'Great Lakes Institute of Management']",B.Tech; PG Diploma,Electronics and Communication; Data Science and Engineering,['ZF Group'],August 2020,,0.0,Data Engineer Associate,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",,Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,At least 4 years,4.0,ios; ios app developer; ios application development; ios development; mobile apps developer ios; native ios; swift ios; swift ui,,True,0.0,0.0,0.0759,1.0,0.0,0.1111,0.2591,0.1799
"Industrious recent computer science graduate with a zeal for innovation. Seeking a position at Sikka Software, where the strategic focus on delighting users aligns with my creativity and desire to enhance social events through technology.",git; html/css; java; sql; swift; unix,['University of Pittsburgh'],B.S.,Computer Science,"['Student Coder Group', 'University of Pittsburgh Soccer']",September 2018; September 2017,May 2021; May 2021,6.33,Mentor; Captain,"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,"Full Stack Developer (Python,React js)",Bachelor/Honors,3 to 7 years,3.0,,,False,0.1544,0.1544,0.9921,0.2,0.0,0.0732,0.0618,0.2628
,account reconciliation; accounts receivable accounts payable; adp; budget planning; cash management; cdi; financial statement analysis; fixed assets; full accounting cycle; general ledger accounting; inventory purchases; microsoft excel; microsoft office suite; microsoft outlook; microsoft powerpoint; microsoft word; pc law; peachtree; pico or suri; pr soft; quickbooks,"['University of Phoenix', 'University of Phoenix']",MBA; BBA,Accounting and Finance; Administration,"['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']",03/2018; 07/2017; 03/2015; 03/2013; 01/2012; 03/2008,12/2017; 06/2017; 03/2015; 05/2013; 03/2013,0.0,Accountant; Accounting and Finance Supervisor; Administrator/Accountant; Assistant Controller; Seasonal Tax Advisor; Account Executive,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking",,"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,3.0,brand promotion; campaign management; field supervision; merchandising; promotional activities; trade marketing,,True,0.0909,0.1667,0.1824,1.0,0.0,0.1351,0.1809,0.2538
To secure a position that will allow me to exercise skills obtained through education and prior work experiences.,access; adt; api; application analysis; application development; application support; architecture; assurance analyst; automated test scripts; automated testing; back end; basis; billing; black box; black box testing; business intelligence; business process management; c++; cases; client/server; clients; collection; contracts; data acquisition; data collection; data integrity; data mining; data warehousing; database; database systems; databases; db2; dbase; dbase iv; design review; dispatching; documentation; dos; ebusiness; electrical engineering; embedded systems; encryption; engineer; excellent verbal and written communication skills; exchange; file; ftp; graphical user interface; gui; html; ieee; inspections; integration; integration testing; integrator; internet explorer; inventory; invoice; ipx; issues management; java; javascript; lan; linux; logistics; lotus notes; maintenance; maintenance repair; microsoft windows; ms access; ms exchange; ms office; ms visual basic; msdos; netbeui; netscape; network protocols; networking; new products; novell; operations; oracle; planning modules; pocket pc; printing; problem solving; process management; progress; proposals; qa; qa engineering; qa test; qa testing; quality assurance; quality engineer; real time; real time embedded; real time embedded systems; regression testing; relational database management system; retail; retail marketing; san; scheduling; security; shipping; software development; software quality assurance; software quality engineer; software testing; solutions; sql; staff training; storage area network; strategic planning; structured software; system administration; system integration; systems administration; systems support; tcp; tcp/ip; team lead; telephones; telephony; test cases; test plan; test plans; test scripts; testing; training; unix; usability; virtual machine; visual basic; visual test; vm; voice; wap; white box; white box testing; windows 95; wireless; wireless data,"['National Education Center', 'Kensington Training Program', 'Technion University']",Minor; Testing Computer Software; BS,Management; Electrical Engineering,"['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']",March 2001; May 2000; November 1998; February 1998; September 1997; March 1993,July 2001; February 2001; May 2000; November 1998; February 1998; September 1997,8.26,QA Engineering Team Lead; Quality Assurance Engineering Manager; QA Lead for Customer Care/Service Applications; Mail - Software Quality Engineer II; Senior Quality Assurance Analyst; Software Quality Assurance,"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",,Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,At least 1 year,1.0,asp.net mvc strong understanding of database design; database administrator dba; database management; elasticsearch; mongodb; mysql database; nosql database; redis,Age 25 to 40 years,True,0.2,0.625,0.9998,1.0,0.0,0.0526,0.0919,0.4922
